Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6727","Cropland organic soils","2020","2020","3050","FAO TIER 1","kilotonnes","6599.4509","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","1990","1990","3050","FAO TIER 1","ha","12549.3936","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","1990","1990","3050","FAO TIER 1","kilotonnes","0.3034","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","1990","1990","3050","FAO TIER 1","kilotonnes","60.3332","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","1990","1990","3050","FAO TIER 1","kilotonnes","221.2218","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","1991","1991","3050","FAO TIER 1","ha","12549.3936","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","1991","1991","3050","FAO TIER 1","kilotonnes","0.3034","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","1991","1991","3050","FAO TIER 1","kilotonnes","60.3332","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","1991","1991","3050","FAO TIER 1","kilotonnes","221.2218","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","1992","1992","3050","FAO TIER 1","ha","12549.3936","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","1992","1992","3050","FAO TIER 1","kilotonnes","0.3034","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","1992","1992","3050","FAO TIER 1","kilotonnes","60.3332","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","1992","1992","3050","FAO TIER 1","kilotonnes","221.2218","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","1993","1993","3050","FAO TIER 1","ha","12549.3936","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","1993","1993","3050","FAO TIER 1","kilotonnes","0.3034","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","1993","1993","3050","FAO TIER 1","kilotonnes","60.3332","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","1993","1993","3050","FAO TIER 1","kilotonnes","221.2218","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","1994","1994","3050","FAO TIER 1","ha","12549.3936","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","1994","1994","3050","FAO TIER 1","kilotonnes","0.3034","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","1994","1994","3050","FAO TIER 1","kilotonnes","60.3332","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","1994","1994","3050","FAO TIER 1","kilotonnes","221.2218","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","1995","1995","3050","FAO TIER 1","ha","12049.2231","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","1995","1995","3050","FAO TIER 1","kilotonnes","0.2913","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","1995","1995","3050","FAO TIER 1","kilotonnes","57.9318","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","1995","1995","3050","FAO TIER 1","kilotonnes","212.4165","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","1996","1996","3050","FAO TIER 1","ha","11878.2609","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","1996","1996","3050","FAO TIER 1","kilotonnes","0.2871","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","1996","1996","3050","FAO TIER 1","kilotonnes","57.0896","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","1996","1996","3050","FAO TIER 1","kilotonnes","209.3286","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","1997","1997","3050","FAO TIER 1","ha","11253.6378","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","1997","1997","3050","FAO TIER 1","kilotonnes","0.2733","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","1997","1997","3050","FAO TIER 1","kilotonnes","54.3446","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","1997","1997","3050","FAO TIER 1","kilotonnes","199.2635","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","1998","1998","3050","FAO TIER 1","ha","11169.2373","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","1998","1998","3050","FAO TIER 1","kilotonnes","0.2712","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","1998","1998","3050","FAO TIER 1","kilotonnes","53.9226","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","1998","1998","3050","FAO TIER 1","kilotonnes","197.7162","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","1999","1999","3050","FAO TIER 1","ha","10187.1232","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","1999","1999","3050","FAO TIER 1","kilotonnes","0.2465","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","1999","1999","3050","FAO TIER 1","kilotonnes","49.012","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","1999","1999","3050","FAO TIER 1","kilotonnes","179.7107","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2000","2000","3050","FAO TIER 1","ha","9549.0215","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2000","2000","3050","FAO TIER 1","kilotonnes","0.2304","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2000","2000","3050","FAO TIER 1","kilotonnes","45.8195","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2000","2000","3050","FAO TIER 1","kilotonnes","168.0049","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2001","2001","3050","FAO TIER 1","ha","9382.6738","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2001","2001","3050","FAO TIER 1","kilotonnes","0.2262","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2001","2001","3050","FAO TIER 1","kilotonnes","44.9858","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2001","2001","3050","FAO TIER 1","kilotonnes","164.9479","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2002","2002","3050","FAO TIER 1","ha","9356.2381","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2002","2002","3050","FAO TIER 1","kilotonnes","0.2255","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2002","2002","3050","FAO TIER 1","kilotonnes","44.8536","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2002","2002","3050","FAO TIER 1","kilotonnes","164.4633","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2003","2003","3050","FAO TIER 1","ha","9211.4708","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2003","2003","3050","FAO TIER 1","kilotonnes","0.222","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2003","2003","3050","FAO TIER 1","kilotonnes","44.1424","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2003","2003","3050","FAO TIER 1","kilotonnes","161.8556","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2004","2004","3050","FAO TIER 1","ha","9089.8151","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2004","2004","3050","FAO TIER 1","kilotonnes","0.2189","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2004","2004","3050","FAO TIER 1","kilotonnes","43.5342","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2004","2004","3050","FAO TIER 1","kilotonnes","159.6253","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2005","2005","3050","FAO TIER 1","ha","8820.028","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2005","2005","3050","FAO TIER 1","kilotonnes","0.2123","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2005","2005","3050","FAO TIER 1","kilotonnes","42.2249","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2005","2005","3050","FAO TIER 1","kilotonnes","154.8247","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2006","2006","3050","FAO TIER 1","ha","8720.0343","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2006","2006","3050","FAO TIER 1","kilotonnes","0.2099","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2006","2006","3050","FAO TIER 1","kilotonnes","41.7502","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2006","2006","3050","FAO TIER 1","kilotonnes","153.0842","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2007","2007","3050","FAO TIER 1","ha","8707.6273","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2007","2007","3050","FAO TIER 1","kilotonnes","0.2096","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2007","2007","3050","FAO TIER 1","kilotonnes","41.6882","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2007","2007","3050","FAO TIER 1","kilotonnes","152.8568","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2008","2008","3050","FAO TIER 1","ha","8668.7453","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2008","2008","3050","FAO TIER 1","kilotonnes","0.2087","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2008","2008","3050","FAO TIER 1","kilotonnes","41.4938","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2008","2008","3050","FAO TIER 1","kilotonnes","152.1439","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2009","2009","3050","FAO TIER 1","ha","8566.0731","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2009","2009","3050","FAO TIER 1","kilotonnes","0.2061","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2009","2009","3050","FAO TIER 1","kilotonnes","40.9904","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2009","2009","3050","FAO TIER 1","kilotonnes","150.298","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2010","2010","3050","FAO TIER 1","ha","8538.2562","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2010","2010","3050","FAO TIER 1","kilotonnes","0.2054","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2010","2010","3050","FAO TIER 1","kilotonnes","40.8513","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2010","2010","3050","FAO TIER 1","kilotonnes","149.788","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2011","2011","3050","FAO TIER 1","ha","8467.2326","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2011","2011","3050","FAO TIER 1","kilotonnes","0.2036","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2011","2011","3050","FAO TIER 1","kilotonnes","40.4962","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2011","2011","3050","FAO TIER 1","kilotonnes","148.4859","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2012","2012","3050","FAO TIER 1","ha","8451.4546","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2012","2012","3050","FAO TIER 1","kilotonnes","0.2032","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2012","2012","3050","FAO TIER 1","kilotonnes","40.4173","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2012","2012","3050","FAO TIER 1","kilotonnes","148.1967","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2013","2013","3050","FAO TIER 1","ha","8448.5509","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2013","2013","3050","FAO TIER 1","kilotonnes","0.2031","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2013","2013","3050","FAO TIER 1","kilotonnes","40.3901","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2013","2013","3050","FAO TIER 1","kilotonnes","148.097","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2014","2014","3050","FAO TIER 1","ha","8419.5654","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2014","2014","3050","FAO TIER 1","kilotonnes","0.2024","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2014","2014","3050","FAO TIER 1","kilotonnes","40.2472","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2014","2014","3050","FAO TIER 1","kilotonnes","147.5729","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2015","2015","3050","FAO TIER 1","ha","8418.3889","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2015","2015","3050","FAO TIER 1","kilotonnes","0.2024","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2015","2015","3050","FAO TIER 1","kilotonnes","40.2413","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2015","2015","3050","FAO TIER 1","kilotonnes","147.5513","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2016","2016","3050","FAO TIER 1","ha","8412.2031","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2016","2016","3050","FAO TIER 1","kilotonnes","0.2022","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2016","2016","3050","FAO TIER 1","kilotonnes","40.2103","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2016","2016","3050","FAO TIER 1","kilotonnes","147.4379","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2017","2017","3050","FAO TIER 1","ha","8403.583","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2017","2017","3050","FAO TIER 1","kilotonnes","0.202","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2017","2017","3050","FAO TIER 1","kilotonnes","40.1672","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2017","2017","3050","FAO TIER 1","kilotonnes","147.2799","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2018","2018","3050","FAO TIER 1","ha","8372.6464","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2018","2018","3050","FAO TIER 1","kilotonnes","0.2012","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2018","2018","3050","FAO TIER 1","kilotonnes","40.0126","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2018","2018","3050","FAO TIER 1","kilotonnes","146.7127","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2019","2019","3050","FAO TIER 1","ha","8458.4054","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2019","2019","3050","FAO TIER 1","kilotonnes","0.202","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2019","2019","3050","FAO TIER 1","kilotonnes","40.1609","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2019","2019","3050","FAO TIER 1","kilotonnes","147.2567","E","Estimated value",""
"GV","Drained organic soils","356","India","5026","Area","6728","Grassland organic soils","2020","2020","3050","FAO TIER 1","ha","8442.9662","E","Estimated value",""
"GV","Drained organic soils","356","India","7230","Emissions (N2O)","6728","Grassland organic soils","2020","2020","3050","FAO TIER 1","kilotonnes","0.2017","E","Estimated value",""
"GV","Drained organic soils","356","India","7216","Net stock change (C)","6728","Grassland organic soils","2020","2020","3050","FAO TIER 1","kilotonnes","40.1198","E","Estimated value",""
"GV","Drained organic soils","356","India","7273","Emissions (CO2)","6728","Grassland organic soils","2020","2020","3050","FAO TIER 1","kilotonnes","147.1061","E","Estimated value",""
